question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
X-16,X,16,,,慢性心力衰竭患者应用硝普钠的护理注意事项包括,避光滴注 B，监测地高辛浓度，预防洋地黄中毒,,用药过程中监测血压变化，注意输液速度,药物现用现配，每4小时重新配制1次,注意防止低血压反应 48—,ACDE,P20,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查了应用硝普钠的护理。慢性心力衰竭患者应用硝普钠注意 事项：用药过程中监测血压变化，根据血压情况调节输液速度；注意防止低血压反应；药物 现用现配，每4小时重新配制1次，输注时应避光滴注。
X-17,X,17,,,慢性心力衰竭患者的护理诊断有,焦虑,气体交换受损,心排血量增加,活动无耐力,体液过多,ABDE,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",慢性心力衰竭的护理诊断如下。①气体交换受损：与左心衰致肺循 环淤血有关。②体液过多：与右心衰致体循环淤血、水钠潴留、低蛋白血症有关。③活动无 耐力：与心脏排血量下降有关。④潜在并发症：洋地黄中毒。⑤焦虑：长期的疾病折磨和心 力衰竭的反复出现有关。 距高18.ABCD【解析】慢性心力衰竭減轻心脏负担的措施如下。①休息：限制体力和心理 活动，减轻心脏负荷，是心力衰竭时对患者的基本治疗方法。②饮食；控制饮食中钠盐的摄 入量，如使用利尿药可不必过严，控制在<5g/d为宜。水肿明显时应限制水的摄入量。 ③吸氧：给予持续氧气吸入，流量2~41/min，增加血氧饱和度，改善呼吸困难。④利尿药 应用：利尿药可排除体内潴留的体液，减轻心脏前负荷，改善心功能。常用的利尿药有排钾 利尿药和保钾利尿药。⑤扩血管药物应用：通过扩张小动脉，减轻心脏后负荷；通过扩张小 静脉，减轻心脏前负荷。
X-18,X,18,,,下列可以减轻慢性心力衰竭患者的心脏负担的治疗措施有,吸氧,使用利尿药,心身休息,使用扩血管药物,使用洋地黄类药物,,P21,,
X-19,X,19,,,房颤患者可出现下列哪些脉律,脉搏短绌,交替脉,水冲脉,不整脉,奇脉,AD,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",房颤时第一心音强弱不定，心律极不规则，当心室率快时可发生脉搏短 绌。奇脉常见于心包积液时；交替脉是左心衰的早期表现；脉压减小时可出现细迟脉；房颤 时有脉搏短绌；水冲脉是脉压增大的表现。水冲脉是指脉搏骤起骤落、急促而有力；交替脉 是指脉搏强弱交替出现、节律正常；短绌脉是指脉搏少于心率，是不整脉的一种；吸气时脉 搏显著减弱或消失称为奇脉。
X-20,X,20,,,下列叙述中，符合室性期前收缩的心电图特点的是,QRS 波群时限>0.12秒,QRS波群提前出现,QRS 波群后有完全代偿间歇,QRS波群形态宽大畸形,QRS 波群前有逆行P波,ABCD,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室性期前收缩：QRS波群提前出现，形态宽大畸形，QRS 时限 >0.12秒，与前一个P波无相关；T波常与 QRS 波群的主波方向相反；期前收缩后有完全 代偿间歇。 63— Option fn control 第一篇 內科护理学
X-21,X,21,,,下列有关电复律的各项护理措施中，说法正确的是,预防并发症,术后卧床休息1周,电复律前禁食2小时,注意观察神志、面色、肢体活动,观察有无皮肤灼伤,ADE,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",复律术前禁食6小时，排空膀胱。术后患者卧床休息.24小时，清醒后 2小时内避免进食，以免恶心、呕吐。
X-22,X,22,,,发生下列哪项心律失常时患者随时有猝死危险,心房颤动,心室颤动,阵发性室性心动过速,三度房室传导阻滞,窦性心动过速,BCD,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",阵发性室性心动过速、心室颤动、心室扑动和三度房室传导阻滞是随 时有猝死危险的心律失常。
X-23,X,23,,,下列关于压迫眼球法治疗阵发性室上性心动过速，说法正确的是,每次10秒,患者平卧,闭眼并眼球向下,高度近视者也可用此法,用拇指在一侧眶下压迫眼球,ABCE,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",嘱患者平卧闭眼向下看，用手指在眼眶下压迫眼球上部，先压右眼， 同时搭脉搏数心率，一旦心动过速停止，立即停止压迫。但切勿用力过太，每次10分钟， 压迫一侧无效再换对侧，切忌两侧同时压迫，青光眼、高度近视眼禁忌。
X-24,X,24,,,心脏起搏器安置术后护理措施正确的是,卧床3~5天,取平卧位或半卧位,随身携带“心脏起搏器卡”,静脉用抗生素5天,持续心电监护24小时,BCDE,P21,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心脏起搏器安置术后可心电监护24小时。卧床休息1~3天，取平卧 位、半卧位或稍向左侧卧位，并适当限制安装起搏导线上肢的活动，避免大幅度的外展、上 拾等动作，5天后应取坐位和下床活动，有利于起搏器固定于心室肌肉。做好患者的术后宣 教，包括如何观察起搏器工作情况和故障，定期复查的必要，日常生活中要随身携带“心 脏起搏器卡”等 25.DCE（解析】室性心动过速、急性心肌梗死、急性病毒性心肌炎患者需要绝对卧床 休息。动脉粥样硬化患者坚持适量的体力活动。根据自身情况、活动习惯、心脏功能来设定 活动强度，循序渐进。心功能I级的特点是体力活动轻度受限，休息时无症状，一般日常活 动即可出现心悸、气短、乏力、心绞痛。因此心功能I级患者不需要卧床。 六、案例分析题
X-25,X,25,,,下面哪些心血管病患者需要绝对卧床休息,动脉粥样硬化,心功能I级 —49-,,,,,P21,,
